Custom Office,Reg Number,Importer,HS Code,FOB Value (N),CIF Value (N),Total Tax(N),Receipt Number,Receipt Date,Mass(KG),Country  of Origin,Country  of Supply,Nbr Of Containers,Container Nbr,Container Size
HM CARGO,C89807,94060,17620000,627960,852074,103119,R88619,2021-04-11,48,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89812,94060,17620000,204256,265223,33155,R88618,2021-04-11,10,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89812,94060,17700000,22376,28848,3404,R88618,2021-04-11,2,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89813,94060,17620000,2777814,3424269,412703,R88617,2021-04-11,135,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89816,75480,42310000,156972,161245,21036,R88649,2021-04-11,0,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89819,74620,17620000,118206,123090,16375,R88676,2021-04-11,0,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89825,75480,42310000,53798,55935,8209,R88663,2021-04-11,0,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89827,56658,36100000,513275,724429,6716,R88837,2021-07-11,45,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89828,75480,37100000,20831,22357,4117,R88662,2021-04-11,1,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C9127,57785,17180000,3775529,6066245,1058264,R9673,2021-11-02,2953,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89840,3830,37100000,371149,378302,47457,R88670,2021-04-11,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89848,92954,25600000,2417349,2462526,169724,R88909,2021-07-11,5,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89850,94060,17700000,93221,99352,8237,R88679,2021-04-11,1,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89852,94060,17620000,458342,590154,72087,R88684,2021-04-11,28,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89856,58314,1100000,844921,903844,110991,R86152,2021-10-27,50,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89857,6407,17700000,184750,366985,24808,R88688,2021-04-11,33,Viet Nam,Viet Nam,0,Unknown,Unknown
HM CARGO,C89861,83989,17180000,1100500,1722905,301632,R85984,2021-10-27,300,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C89862,94060,17620000,507388,559159,69105,R88685,2021-04-11,25,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89862,94060,17700000,2033267,2241032,152926,R88685,2021-04-11,26,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89863,61090,32100000,224127,457338,54720,R88675,2021-04-11,30,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89881,64110,1510000,2188106,2399034,291696,R88459,2021-03-11,20,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89887,37592,17620000,8409943,9401083,1138428,R88691,2021-04-11,109,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89887,37592,17700000,464813,519649,36541,R88691,2021-04-11,100,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89891,71822,17620000,384078,442991,54862,R88686,2021-04-11,15,Japan,Japan,0,Unknown,Unknown
HM CARGO,C89894,68918,29100000,56628833,61257339,17744732,R88570,2021-04-11,107,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C89896,64110,36690000,60513,72723,33334,R88460,2021-03-11,5,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89899,64110,36500000,123700,142321,26470,R88463,2021-03-11,5,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89916,60746,17620000,106911,158193,20194,R90131,2021-09-11,1,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89917,60746,7200000,60819,66313,20341,R90132,2021-09-11,7,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89917,60746,17620000,39146,42809,6593,R90132,2021-09-11,7,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C9136,83419,37100000,32120,35559,5706,R11553,2021-02-18,5,Germany,Germany,0,Unknown,Unknown
HM CARGO,C89920,94060,17620000,18094989,18735709,2280755,R87366,2021-01-11,100,China,China,0,Unknown,Unknown
HM CARGO,C89920,94060,44420000,11283640,11683212,3390332,R87366,2021-01-11,109,China,China,0,Unknown,Unknown
HM CARGO,C89920,94060,17700000,743358,769610,53949,R87366,2021-01-11,100,China,China,0,Unknown,Unknown
HM CARGO,C89923,94060,17620000,96318354,101410230,12322536,R87306,2021-01-11,509,China,China,0,Unknown,Unknown
HM CARGO,C89927,64110,38900000,2358741,2520524,307024,R88462,2021-03-11,10,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C89930,60746,4401000,280904,296472,21646,R90133,2021-09-11,2,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89930,60746,23510000,725653,766251,223270,R90133,2021-09-11,2,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89933,94060,44200000,48035435,59612042,17193902,R87307,2021-01-11,4000,France,France,0,Unknown,Unknown
HM CARGO,C89933,94060,17620000,32722569,40608703,4876807,R87307,2021-01-11,8486,France,France,0,Unknown,Unknown
HM CARGO,C89936,94060,23520000,9754643,11003116,7226942,R87228,2021-10-31,786,India,India,0,Unknown,Unknown
HM CARGO,C89949,72979,23490000,108132,111795,33569,R88690,2021-04-11,0,Switzerland,Switzerland,0,Unknown,Unknown
HM CARGO,C9139,18064,1100000,5881262,5953167,726492,R11569,2021-02-18,93,Switzerland,Switzerland,0,Unknown,Unknown
HM CARGO,C89953,60746,17620000,279072,303797,38222,R89929,2021-09-11,6,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89963,60746,7200000,60819,62650,19315,R90021,2021-09-11,10,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89963,60746,17620000,1142014,1176202,144563,R90021,2021-09-11,10,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89981,60746,7500000,36399,37925,12136,R90023,2021-09-11,24,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89981,60746,17620000,328828,341649,42960,R90023,2021-09-11,20,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89990,60746,17620000,762894,790062,97523,R89880,2021-09-11,5,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C89993,58748,47900000,2673591,2831969,345322,R89138,2021-07-11,50,Italy,Italy,0,Unknown,Unknown
HM CARGO,C89994,44410,12400000,25104,27241,6148,R88320,2021-03-11,3,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C89995,26061,17180000,1833100,3019607,526652,R88743,2021-04-11,785,India,India,0,Unknown,Unknown
HM CARGO,C9144,44521,47900000,691691,1011422,121603,R9527,2021-11-02,914,Spain,United States,0,Unknown,Unknown
HM CARGO,C90009,46946,17700000,1701232,1793723,123438,R101531,2021-12-19,53,China,China,0,Unknown,Unknown
HM CARGO,C90010,46946,17620000,222648,252620,31927,R101532,2021-12-19,6,France,France,0,Unknown,Unknown
HM CARGO,C90011,46946,17700000,498852,804103,53521,R47263,2022-05-17,49,China,China,0,Unknown,Unknown
HM CARGO,C90013,22631,36200000,620829,663930,119111,R5480,2022-01-20,8,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C90023,60056,36500000,128984,172921,31654,R92357,2021-11-18,10,Spain,Spain,0,Unknown,Unknown
HM CARGO,C90023,60056,3000000,55755,74488,10293,R92357,2021-11-18,7,Spain,Spain,0,Unknown,Unknown
HM CARGO,C90026,60056,28510000,468633,592259,72321,R93019,2021-11-21,90,China,China,0,Unknown,Unknown
HM CARGO,C90029,27432,17620000,2612709,2847447,346448,R5903,2022-01-23,46,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C90034,90540,44420000,320281,334628,98180,R92560,2021-11-18,6,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C90037,50058,23510000,93175,176814,51616,R86158,2021-10-27,810,China,China,0,Unknown,Unknown
HM CARGO,C90038,99029,1620000,328574,404187,49894,R5887,2022-01-23,10,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90043,43600,39290000,250918,263179,77449,R92389,2021-11-18,4,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90043,43600,38900000,132049,138520,18228,R92389,2021-11-18,3,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90045,60746,7600000,35788,87070,25888,R86258,2021-10-28,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90049,60746,7600000,35788,87376,25974,R86257,2021-10-28,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90050,42578,44499000,18084,19305,6731,R88484,2021-04-11,20,India,India,0,Unknown,Unknown
HM CARGO,C90050,42578,1510000,189634,202760,25991,R88484,2021-04-11,10,India,India,0,Unknown,Unknown
HM CARGO,C90052,25147,36490000,233285,241527,71203,R87256,2021-01-11,200,Italy,Italy,0,Unknown,Unknown
HM CARGO,C90052,25147,31800000,242442,250989,45928,R87256,2021-01-11,300,Italy,Italy,0,Unknown,Unknown
HM CARGO,C90052,25147,17700000,23359941,24199989,1650791,R87256,2021-01-11,342,Italy,Italy,0,Unknown,Unknown
HM CARGO,C90058,94060,23520000,1192075,2019608,1321263,R29830,2022-03-28,82,Israel,Israel,0,Unknown,Unknown
HM CARGO,C90067,37592,17620000,6027119,6806407,823996,R94075,2021-11-23,100,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90079,60779,25800000,108438,384079,45342,R3626,2022-01-13,60,United States,United States,0,Unknown,Unknown
HM CARGO,C90080,6407,17700000,189634,207034,15501,R94079,2021-11-23,3,China,China,0,Unknown,Unknown
HM CARGO,C90082,37975,40890000,835543,991221,176821,R88158,2021-03-11,613,Singapore,Singapore,0,Unknown,Unknown
HM CARGO,C90083,6407,17700000,138657,145067,11366,R94082,2021-11-23,1,China,China,0,Unknown,Unknown
HM CARGO,C90094,19776,44420000,202149,206118,60963,R94088,2021-11-23,0,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C90099,6407,17700000,2860877,2906055,200105,R94081,2021-11-23,18,Viet Nam,Viet Nam,0,Unknown,Unknown
HM CARGO,C90103,89472,3000000,6958655,7782902,941684,R87944,2021-02-11,159,India,India,0,Unknown,Unknown
HM CARGO,C90105,6407,17700000,216801,227180,16950,R94080,2021-11-23,2,China,China,0,Unknown,Unknown
HM CARGO,C90107,6407,17700000,182613,200013,15020,R94078,2021-11-23,3,China,China,0,Unknown,Unknown
HM CARGO,C90110,60087,17700000,931086,1596531,104200,R94096,2021-11-23,119,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90112,86853,7600000,37620,88902,26422,R87120,2021-10-31,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90113,60746,7600000,85239,136827,40339,R86778,2021-10-31,1,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90115,86853,7600000,37620,88902,26422,R86777,2021-10-31,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90116,60087,17700000,516557,1227179,78447,R88522,2021-04-11,491,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90118,60087,17700000,135910,152699,11784,R88523,2021-04-11,1,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90121,60087,37100000,1488778,2136824,255136,R88524,2021-04-11,361,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90122,98173,37100000,2176201,2950315,352997,R87478,2021-01-11,302,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90131,37592,17620000,1447779,1800298,217517,R94074,2021-11-23,58,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90131,37592,37100000,280890,348669,43207,R94074,2021-11-23,30,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90133,72101,41409000,172921,190632,4260,R88371,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C9158,61090,6500000,41000,71732,21649,R9574,2021-11-02,20,United Arab Emirates,Germany,0,Unknown,Unknown
HM CARGO,C90142,49081,38900000,15224,19652,3758,R88336,2021-03-11,10,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C90145,84958,42310000,308682,372785,46245,R88353,2021-03-11,1,United States,United States,0,Unknown,Unknown
HM CARGO,C90146,72101,36490000,26464,29530,9682,R88369,2021-03-11,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90146,72101,36500000,104801,117744,22153,R88369,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90149,72101,3000000,121150,127280,16861,R88368,2021-03-11,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C9159,61090,37100000,182052,197024,25274,R11549,2021-02-18,10,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90151,72101,44420000,79597,89474,27021,R88363,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90152,95356,28410000,428950,484506,59898,R88351,2021-03-11,2,Spain,Spain,0,Unknown,Unknown
HM CARGO,C90159,61090,44300000,3644,3985,2291,R88360,2021-03-11,10,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90159,61090,37100000,23058,26124,4560,R88360,2021-03-11,10,Germany,Germany,0,Unknown,Unknown
HM CARGO,C169,37320,18300000,1026000,1749384,501649,R330,2021-04-01,1572,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C90162,29391,17120000,6060813,10212824,1776626,R86278,2021-10-28,3856,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C90166,85395,5900000,157253,176667,32578,R88325,2021-03-11,22,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90166,85395,1520000,529527,594581,73219,R88325,2021-03-11,10,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90171,85395,1510000,323465,347306,43503,R88330,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90175,85395,44420000,55755,66314,20288,R88329,2021-03-11,1,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90181,85395,38900000,651802,682455,84295,R88345,2021-03-11,6,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90182,86220,2119090,156913,168153,48023,R88198,2021-03-11,20,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90192,85395,1100000,50306,53372,7883,R88338,2021-03-11,0,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90202,85395,45200000,117403,130346,17180,R88341,2021-03-11,3,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90202,85395,38900000,50987,56437,8230,R88341,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90210,44827,17180000,5190850,9073935,1576613,R86262,2021-10-28,2378,China,China,0,Unknown,Unknown
HM CARGO,C90211,44827,17180000,2596225,4534868,788622,R86265,2021-10-28,1174,China,China,0,Unknown,Unknown
HM CARGO,C90212,44827,17180000,1680475,3029070,526634,R86266,2021-10-28,726,China,China,0,Unknown,Unknown
HM CARGO,C90213,44827,17180000,2596225,4534868,788622,R86268,2021-10-28,1390,China,China,0,Unknown,Unknown
HM CARGO,C90215,44827,17180000,7816000,14876127,2576623,R86267,2021-10-28,7126,China,China,0,Unknown,Unknown
HM CARGO,C90221,61894,14900000,322113,995495,62950,R86654,2021-10-28,663,India,India,0,Unknown,Unknown
HM CARGO,C90223,26231,17180000,7113925,12533334,2176601,R86296,2021-10-28,5640,China,China,0,Unknown,Unknown
HM CARGO,C90225,85395,39311000,7390,8071,3475,R88333,2021-03-11,2,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90226,90543,1520000,305629,487559,58942,R86775,2021-10-31,37,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C90246,64110,42390000,33651,34567,5614,R89727,2021-09-11,1,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90250,3688,39290000,116985,134426,39999,R89279,2021-08-11,5,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90258,69009,17700000,169035619,170390929,11659718,R88062,2021-02-11,257,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C90260,52685,17120000,2733588,4526321,788632,R86332,2021-10-28,1209,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C90261,64110,36200000,33651,34262,7414,R90124,2021-09-11,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90263,3688,38100000,337375,354209,44418,R89277,2021-08-11,3,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90268,64110,44420000,79744,107216,31991,R89922,2021-09-11,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90272,3688,36490000,412772,466181,135979,R89274,2021-08-11,1,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90278,60056,17690000,142931,147510,19357,R88871,2021-07-11,1,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C90284,60056,17120000,161551,169793,31471,R88984,2021-07-11,1,China,China,0,Unknown,Unknown
HM CARGO,C90286,60056,17700000,1075470,1229011,84144,R88983,2021-07-11,26,United Arab Emirates,United Arab Emirates,0,Unknown,Unknown
HM CARGO,C90291,3688,43700000,37314,39861,6245,R89272,2021-08-11,4,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90319,14597,23490000,1271440,1352027,392989,R93081,2021-11-21,1,Republic of South Africa,Republic of South Africa,0,Unknown,Unknown
HM CARGO,C90328,46946,17620000,265563,314269,39260,R101533,2021-12-19,10,France,France,0,Unknown,Unknown
HM CARGO,C90331,37592,17620000,229011,254042,32151,R102516,2021-12-21,5,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90332,37592,44420000,216191,424372,122210,R102533,2021-12-21,45,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90356,52685,17120000,5551045,9051347,1576609,R86713,2021-10-28,2613,Hong Kong,Hong Kong,0,Unknown,Unknown
HM CARGO,C90358,80167,31900000,3152132,3575155,432866,R86746,2021-10-28,300,Denmark,Denmark,0,Unknown,Unknown
HM CARGO,C1062,44077,2399000,3643539,4916553,325546,R5045,2021-01-25,1496,United States,United States,0,Unknown,Unknown
HM CARGO,C90363,3688,35100000,74250,85339,11707,R89310,2021-08-11,5,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90369,92040,36500000,2575395,2785364,495186,R87127,2021-10-31,2,United Kingdom,United Kingdom,0,Unknown,Unknown
HM CARGO,C90384,56780,26910000,2245188,2344090,286172,R92577,2021-11-18,16,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90386,59213,17120000,5572413,9050126,1576629,R86749,2021-10-28,2279,China,China,0,Unknown,Unknown
HM CARGO,C90387,43043,38100000,890488,1066922,129639,R92373,2021-11-18,0,India,India,0,Unknown,Unknown
HM CARGO,C90389,60056,42310000,1173598,1249892,153131,R92596,2021-11-18,0,Germany,Germany,0,Unknown,Unknown
HM CARGO,C90399,23034,37100000,1715830,1826524,222945,R92394,2021-11-18,12,Italy,Italy,0,Unknown,Unknown
HM CARGO,C90399,23034,42310000,441653,470263,58493,R92394,2021-11-18,5,Italy,Italy,0,Unknown,Unknown
HM CARGO,C90402,59213,17120000,3466188,6377663,1106609,R10668,2022-01-02,1823,China,China,0,Unknown,Unknown
HM CARGO,C90405,24825,38900000,134994,144763,18955,R88017,2021-02-11,2,Sweden,Sweden,0,Unknown,Unknown
HM CARGO,C90411,60096,17120000,52772,64402,12666,R88532,2021-04-11,9,United States,United States,0,Unknown,Unknown
HM CARGO,C90412,60096,17120000,84018,106607,20068,R88533,2021-04-11,21,United States,United States,0,Unknown,Unknown
HM CARGO,C90413,60056,12900000,12894,15336,3251,R92568,2021-11-18,8,Belgium,Belgium,0,Unknown,Unknown
HM CARGO,C90422,60096,17120000,293152,349010,62889,R88537,2021-04-11,20,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90425,60096,25600000,48120,66263,5851,R88539,2021-04-11,27,Australia,Australia,0,Unknown,Unknown
HM CARGO,C90428,3688,28510000,37620,43315,6629,R89319,2021-08-11,5,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90429,60746,17620000,834627,850195,104975,R89823,2021-09-11,50,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90429,60746,44420000,35788,36398,11703,R89823,2021-09-11,3,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90430,3688,37100000,69366,73119,10283,R89320,2021-08-11,9,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90431,3688,1100000,66618,76561,10638,R89322,2021-08-11,6,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90434,3688,43900000,39146,42121,4348,R89267,2021-08-11,2,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90438,94060,23520000,48841600,56592203,37154009,R88475,2021-03-11,3496,China,China,0,Unknown,Unknown
HM CARGO,C90439,47376,29100000,41283,71808,21674,R88009,2021-02-11,3,United States,United States,0,Unknown,Unknown
HM CARGO,C90441,47376,29100000,71197,106301,31644,R88010,2021-02-11,32,United States,United States,0,Unknown,Unknown
HM CARGO,C90445,63118,44200000,790425,864675,251503,R89137,2021-07-11,36,Switzerland,Switzerland,0,Unknown,Unknown
HM CARGO,C90445,63118,3000000,2021687,2211059,269002,R89137,2021-07-11,50,Switzerland,Switzerland,0,Unknown,Unknown
HM CARGO,C90448,86853,7600000,34872,86154,25622,R88193,2021-03-11,0,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90450,11516,36500000,511673,908804,159006,R90882,2021-11-11,244,Netherlands,Netherlands,0,Unknown,Unknown
HM CARGO,C90455,60087,44420000,2425896,2523576,733084,R89189,2021-07-11,100,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90455,60087,44700000,1511367,1572112,192449,R89189,2021-07-11,58,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C90455,60087,17700000,30679225,31914877,2175305,R89189,2021-07-11,600,China,Hong Kong,0,Unknown,Unknown
HM CARGO,C1063,47968,17620000,1103421,1210195,18660,R1614,2021-11-01,265,China,China,0,Unknown,Unknown
HM CARGO,C1063,47968,25600000,4593867,5038890,72708,R1614,2021-11-01,200,China,China,0,Unknown,Unknown
HM CARGO,C90460,84958,1100000,831880,977485,119058,R88949,2021-07-11,25,Trinidad and Tobago,Trinidad and Tobago,0,Unknown,Unknown
HM CARGO,C90465,6407,17700000,154530,164908,12685,R88956,2021-07-11,2,China,China,0,Unknown,Unknown
